tconst,title,year,runtime,genre,director,rating,num_votes,img_url
tt1077262,Ajami,2009,124,"Crime,Drama",NA,7.3,5713,NA
tt1077368,Dark Shadows,2012,113,"Comedy,Fantasy,Horror",NA,6.2,232505,NA
tt1078188,Boy A,2007,102,Drama,NA,7.6,35881,NA
tt1078588,My Sister's Keeper,2009,109,"Drama,Family",NA,7.4,85566,NA
tt1078600,Walking Vengeance,2008,129,"Crime,Drama,Thriller",NA,5.9,1514,NA
tt1078885,Deep in the Valley,2009,96,Comedy,NA,4.4,3101,NA
tt1078912,Night at the Museum: Battle of the Smithsonian,2009,105,"Adventure,Comedy,Family",NA,6.0,163175,NA
tt1078940,Couples Retreat,2009,113,Comedy,NA,5.5,96556,NA
tt1079360,The Girl from the Naked Eye,2012,84,"Action,Crime,Mystery",NA,4.8,1945,NA
tt1079968,Jack and the Beanstalk,2009,94,"Adventure,Comedy,Family",NA,4.7,1554,NA
tt1080016,Ice Age: Dawn of the Dinosaurs,2009,94,"Adventure,Animation,Comedy",NA,6.9,207204,NA
tt1080716,The Karamazov Brothers,2008,110,Drama,NA,7.6,1077,NA
tt1081929,Our Beloved Month of August,2008,147,"Music,Romance",NA,7.0,1394,NA
tt1081935,Baarìa,2009,163,"Comedy,Drama",NA,6.9,6470,NA
tt1082007,Italians,2009,116,Comedy,NA,5.6,1014,NA
tt1082009,Queen to Play,2009,97,Drama,NA,6.9,2505,NA
tt1082064,Perfect Hideout,2008,94,"Action,Comedy,Crime",NA,3.9,1138,NA
tt1082577,Deadly Impact,2010,96,"Action,Crime,Thriller",NA,5.3,2365,NA
tt1082599,Stag Night,2008,84,"Horror,Thriller",NA,4.8,2949,NA
tt1082601,Fighting,2009,105,"Action,Crime,Drama",NA,5.6,30883,NA
tt1082807,The Belko Experiment,2016,89,"Horror,Thriller",NA,6.1,39219,NA
tt1082853,Management,2008,94,"Comedy,Drama,Romance",NA,5.8,16500,NA
tt1082868,Quarantine,2008,89,"Horror,Thriller",NA,6.0,65955,NA
tt1082886,The Wackness,2008,99,"Comedy,Drama,Romance",NA,7.0,29211,NA
tt1083452,Eddie the Eagle,2015,106,"Biography,Comedy,Drama",NA,7.4,77115,NA
tt1083456,Fired Up!,2009,90,"Comedy,Sport",NA,6.1,40810,NA
tt1083462,Mardi Gras: Spring Break,2011,88,Comedy,NA,5.1,5458,NA
tt1084019,Black Belt,2007,95,"Action,Drama,Sport",NA,7.0,1373,NA
tt1084950,Rachel Getting Married,2008,113,"Drama,Romance",NA,6.7,45281,NA
tt1084955,Falling Up,2009,98,"Comedy,Drama,Romance",NA,5.6,2334,NA
tt1084972,Wanted,2009,147,"Action,Crime,Thriller",NA,6.6,17150,NA
tt1085492,The Prince,2014,93,"Action,Thriller",NA,4.6,16253,NA
tt1085496,Rock Haven,2007,78,"Drama,Romance",NA,5.4,1484,NA
tt1085507,The Square,2008,105,"Crime,Drama,Thriller",NA,6.7,5225,NA
tt1085515,Weather Girl,2009,92,Comedy,NA,5.8,2950,NA
tt10856726,Travis Scott: Look Mom I Can Fly,2019,84,"Documentary,Music",NA,6.5,1620,NA
tt1085779,The Hole,2009,92,"Adventure,Fantasy,Thriller",NA,5.7,21520,NA
tt1085799,"Chaos, This Is",2007,124,"Crime,Drama,Romance",NA,7.1,1413,NA
tt1085862,El rey de la montaña,2007,90,Thriller,NA,6.2,3092,NA
tt1086216,Uncertainty,2008,101,"Drama,Romance,Thriller",NA,5.8,6262,NA
tt10867504,Fan,2019,145,Drama,NA,9.6,1004,NA
tt1086772,Blended,2014,117,"Comedy,Romance",NA,6.5,108332,NA
tt1086841,Impact Point,2008,90,Thriller,NA,4.2,1227,NA
tt1087458,The Subtenant,2008,104,Comedy,NA,4.4,1295,NA
tt1087461,Megan Is Missing,2011,85,"Drama,Horror,Thriller",NA,4.7,7768,NA
tt1087474,Shark in Venice,2008,88,"Action,Adventure,Comedy",NA,2.5,1728,NA
tt1087524,Once Fallen,2010,93,Crime,NA,4.8,1156,NA
tt1087527,Trucker,2008,90,Drama,NA,6.7,3026,NA
tt1087578,Still Walking,2008,115,Drama,NA,8.0,11240,NA
tt1087832,Kod apokalipsisa,2007,106,"Action,Adventure",NA,4.4,1184,NA
tt1087842,Eden Log,2007,98,"Horror,Mystery,Sci-Fi",NA,5.3,6269,NA
tt1087853,Gutterballs,2008,96,"Comedy,Horror,Sport",NA,4.6,2946,NA
tt1087856,Hello,2008,129,"Drama,Romance",NA,3.3,1762,NA
tt1087890,Terribly Happy,2008,99,"Crime,Drama,Thriller",NA,6.9,4984,NA
tt1090646,City Rats,2009,94,"Action,Comedy,Drama",NA,4.9,1171,NA
tt1090671,No Man's Land: The Rise of Reeker,2008,88,"Horror,Thriller",NA,4.8,3066,NA
tt1091191,Lone Survivor,2013,121,"Action,Biography,Drama",NA,7.5,249412,NA
tt1091207,Teenage Dirtbag,2009,106,Drama,NA,7.0,2813,NA
tt1091229,Chandni Chowk to China,2009,154,"Action,Comedy",NA,4.0,7180,NA
tt1091617,Expelled: No Intelligence Allowed,2008,90,Documentary,NA,3.7,11702,NA
tt1091722,Adventureland,2009,107,"Comedy,Drama,Romance",NA,6.8,147435,NA
tt1091751,The Longshots,2008,94,"Biography,Comedy,Drama",NA,5.3,3630,NA
tt1091992,A French Gigolo,2008,104,"Drama,Romance",NA,6.0,1003,NA
tt1092005,Golmaal Returns,2008,135,"Comedy,Crime",NA,5.0,6347,NA
tt1092007,Heavy Metal in Baghdad,2007,84,"Documentary,Music,War",NA,7.7,1073,NA
tt1092011,Kutsal Damacana,2007,105,"Comedy,Fantasy,Horror",NA,5.0,7376,NA
tt1092016,My Name Ain't Johnny,2008,124,"Biography,Crime,Drama",NA,7.2,5888,NA
tt1092019,Nothing to Lose,2008,88,"Crime,Thriller",NA,7.1,3105,NA
tt1092021,The Investigator,2008,107,"Comedy,Crime,Drama",NA,7.5,2283,NA
tt1092026,Paul,2011,104,"Adventure,Comedy,Sci-Fi",NA,7.0,222494,NA
tt1092082,Passchendaele,2008,114,"Drama,History,Romance",NA,6.4,7686,NA
tt1092633,"The Goods: Live Hard, Sell Hard",2009,89,Comedy,NA,5.8,19619,NA
tt1092634,Shanghai,2010,105,"Crime,Drama,Mystery",NA,6.4,8773,NA
tt1093352,Comme les autres,2008,93,"Comedy,Drama,Romance",NA,6.5,1222,NA
tt1093357,The Darkest Hour,2011,89,"Action,Adventure,Horror",NA,4.9,55402,NA
tt1093369,Hush,2008,91,"Horror,Thriller",NA,6.0,6314,NA
tt1093370,Jab We Met,2007,138,"Comedy,Drama,Romance",NA,7.9,43019,NA
tt1093382,Non pensarci,2007,105,"Comedy,Drama",NA,6.8,1062,NA
tt1093824,Encounters at the End of the World,2007,99,Documentary,NA,7.7,16260,NA
tt1093842,My Winnipeg,2007,80,"Comedy,Documentary,Drama",NA,7.6,4556,NA
tt1093906,The Rig,2010,94,"Action,Adventure,Horror",NA,3.2,1844,NA
tt1093908,Confessions of a Shopaholic,2009,104,"Comedy,Romance",NA,5.9,71368,NA
tt1094241,Bride Flight,2008,130,Drama,NA,7.0,2433,NA
tt1094275,Under the Bombs,2007,98,"Drama,Romance,War",NA,7.0,1348,NA
tt1094278,Tricks,2007,95,"Comedy,Drama",NA,7.1,1891,NA
tt1094295,The Disappeared,2008,96,"Drama,Horror,Thriller",NA,5.9,1710,NA
tt1094594,Sigur Rós: Heima,2007,97,"Documentary,Music",NA,8.6,7556,NA
tt1094627,Buddha Collapsed Out of Shame,2007,81,"Drama,War",NA,7.3,1914,NA
tt1094666,The Hammer,2010,108,"Biography,Drama,Sport",NA,7.0,1623,NA
tt1094668,Jusqu'à toi,2009,80,"Comedy,Romance",NA,6.1,1307,NA
tt1095174,New in Town,2009,97,"Comedy,Romance",NA,5.6,20410,NA
tt1095217,Bad Lieutenant: Port of Call New Orleans,2009,122,"Crime,Drama",NA,6.6,71407,NA
tt1095421,Ramchand Pakistani,2008,103,Drama,NA,7.6,1170,NA
tt1095423,Journey to Saturn,2008,90,"Action,Adventure,Animation",NA,5.7,2465,NA
tt1095442,Goodbye Solo,2008,91,Drama,NA,7.3,5400,NA
tt1096997,The Pagan Queen,2009,99,"Fantasy,History,Romance",NA,5.7,1972,NA
tt1097013,Next Day Air,2009,84,"Action,Comedy,Crime",NA,5.8,9923,NA
tt1097239,Joy Division,2007,93,"Documentary,Music",NA,7.8,2995,NA
tt1097256,Please Vote for Me,2007,58,Documentary,NA,7.9,1245,NA
tt1097643,Fifty Dead Men Walking,2008,117,"Crime,Drama,Thriller",NA,6.9,10437,NA
tt1098226,Adrift in Tokyo,2007,101,Comedy,NA,7.4,2134,NA
tt1098327,Dragonball Evolution,2009,85,"Action,Adventure,Fantasy",NA,2.5,66626,NA
tt1098356,Long Weekend,2008,88,"Drama,Horror,Thriller",NA,5.1,5371,NA
tt1099196,Dil Dosti Etc,2007,112,"Comedy,Crime,Drama",NA,7.0,2606,NA
tt1099212,Twilight,2008,122,"Drama,Fantasy,Romance",NA,5.2,398382,NA
tt1099227,If I Were You 2,2009,96,Comedy,NA,5.6,2575,NA
tt1100048,35 Shots of Rum,2008,100,Drama,NA,7.1,3802,NA
tt1100051,Bereavement,2010,103,"Crime,Horror,Thriller",NA,5.1,6297,NA
tt1100053,Tormented,2009,91,"Comedy,Horror",NA,5.1,5877,NA
tt1100089,Foxcatcher,2014,134,"Biography,Drama,Sport",NA,7.0,127014,NA
tt1100119,Shorts,2009,89,"Comedy,Family,Fantasy",NA,4.7,6400,NA
tt1101026,Admiral,2008,124,"Biography,Drama,History",NA,6.8,7236,NA
tt1101665,Shaurya: It Takes Courage to Make Right... Right,2008,149,"Crime,Drama,Thriller",NA,7.3,3391,NA
tt1101675,Lake Tahoe,2008,89,Drama,NA,6.7,1588,NA
tt1103153,Killers,2010,100,"Action,Comedy,Romance",NA,5.4,82944,NA
tt1103192,The Blind Sunflowers,2008,98,Drama,NA,6.4,1735,NA
tt1103256,Red Sands,2009,89,"Action,Horror,Thriller",NA,4.3,3197,NA
tt1103273,Peep World,2010,79,"Comedy,Drama",NA,5.6,3506,NA
tt1103275,Two Lovers,2008,110,"Drama,Romance",NA,7.0,34295,NA
tt1103963,24 City,2008,112,Drama,NA,7.1,1481,NA
tt1103982,The Girlfriend Experience,2009,77,Drama,NA,5.5,15231,NA
tt1104001,TRON: Legacy,2010,125,"Action,Adventure,Sci-Fi",NA,6.8,298567,NA
tt1104006,Walled In,2009,91,"Horror,Thriller",NA,4.8,5446,NA
tt1104083,Little Ashes,2008,112,"Biography,Drama,Romance",NA,6.5,8292,NA
tt1104126,Shifty,2008,85,"Crime,Drama,Thriller",NA,6.5,2748,NA
tt1104733,Hamlet 2,2008,92,"Comedy,Music",NA,6.3,16192,NA
tt1104806,One Week,2008,94,"Adventure,Drama",NA,7.0,10890,NA
tt1104814,Coffin Rock,2009,92,"Drama,Thriller",NA,5.3,1308,NA
tt1105263,Bleach: Memories of Nobody,2006,87,"Action,Adventure,Animation",NA,7.2,3509,NA
tt1105512,The Missing Person,2009,95,Drama,NA,6.1,1413,NA
tt1105709,8 x 10 Tasveer,2009,122,"Crime,Drama,Fantasy",NA,5.4,5076,NA
tt1105721,Chirutha,2007,117,Action,NA,5.2,1632,NA
tt1105730,Growing Op,2008,100,"Comedy,Drama",NA,6.2,1435,NA
tt1105732,Loss,2008,96,Drama,NA,6.9,1004,NA
tt1105733,Kismat Konnection,2008,153,"Comedy,Drama,Romance",NA,5.2,4838,NA
tt1105747,Yuvvraaj,2008,151,"Comedy,Drama,Romance",NA,4.1,3676,NA
tt1106447,Mulligans,2008,92,"Drama,Romance",NA,6.3,2587,NA
tt1106860,Ca$h,2010,108,"Crime,Thriller",NA,6.0,8675,NA
tt1107319,Dirty Girl,2010,90,"Comedy,Drama",NA,6.4,10078,NA
tt1107807,The Detective,2007,109,"Drama,Thriller",NA,6.6,1093,NA
tt1107812,Dirty Movie,2011,91,Comedy,NA,3.0,2911,NA
tt1107816,Giallo,2009,92,"Horror,Thriller",NA,4.4,4916,NA
tt1107850,Unrelated,2007,100,Drama,NA,6.8,1487,NA
tt1107860,The Maiden Heist,2009,90,"Comedy,Crime",NA,6.1,14767,NA
tt1109477,The Human Contract,2008,103,Drama,NA,5.1,1869,NA
tt1109624,Paddington,2014,95,"Adventure,Comedy,Family",NA,7.2,86490,NA
tt1110207,Under the Salt,2008,112,"Mystery,Thriller",NA,6.7,1034,NA
tt1110209,Take the Trash,2008,85,Comedy,NA,5.8,3611,NA
tt1110272,The King of Ping Pong,2008,112,Drama,NA,6.3,1168,NA
tt1111358,Kolah Ghermezi and Sarvenaz,2002,95,"Adventure,Animation,Family",NA,6.5,1057,NA
tt1111422,The Taking of Pelham 123,2009,106,"Action,Crime,Thriller",NA,6.4,175186,NA
tt1111833,Super High Me,2007,94,"Comedy,Documentary",NA,6.1,12536,NA
tt1111876,Balibo,2009,111,"Drama,Mystery,Thriller",NA,7.1,2368,NA
tt1111890,Diary of a Nymphomaniac,2008,101,"Drama,Romance",NA,5.7,9714,NA
tt1111918,The Line,2009,95,"Action,Crime,Drama",NA,5.2,3435,NA
tt1111948,Soul Men,2008,100,"Comedy,Drama,Music",NA,6.4,10042,NA
tt1112115,King Corn,2007,88,Documentary,NA,7.0,1893,NA
tt1112782,Thick as Thieves,2009,104,"Action,Crime,Thriller",NA,6.0,32104,NA
tt1113810,M for Mother,2006,113,Drama,NA,7.5,3931,NA
tt1113829,George Harrison: Living in the Material World,2011,208,"Biography,Documentary,Music",NA,8.2,9651,NA
tt1114277,Up the Yangtze,2007,93,Documentary,NA,7.5,1708,NA
tt1114677,Hannah Montana: The Movie,2009,102,"Comedy,Drama,Family",NA,4.4,37308,NA
tt1114680,That Evening Sun,2009,109,Drama,NA,7.1,2509,NA
tt1114690,Rooster's Breakfast,2007,124,"Drama,Romance",NA,7.5,1616,NA
tt1114712,White Night Wedding,2008,96,"Comedy,Drama",NA,6.7,1255,NA
tt1114723,The Man Who Loved Yngve,2008,90,"Comedy,Drama,Music",NA,7.0,4167,NA
tt1114725,Heroes,2008,139,"Action,Adventure,Comedy",NA,5.6,1885,NA
tt1114740,Paul Blart: Mall Cop,2009,91,"Action,Comedy,Crime",NA,5.2,96729,NA
tt1116182,Affinity,2008,120,"Drama,Romance",NA,6.2,1938,NA
tt1116184,Jackass 3D,2010,95,"Action,Comedy,Documentary",NA,7.0,53876,NA
tt1117385,Felon,2008,104,"Crime,Drama",NA,7.4,72610,NA
tt1117386,A Fork in the Road,2009,105,"Comedy,Crime",NA,6.0,1062,NA
tt1117394,Transcendent Man,2009,83,Documentary,NA,7.2,1773,NA
tt1117636,Strigoi,2009,105,"Comedy,Drama,Fantasy",NA,5.6,1090,NA
tt1118687,Plague Town,2008,88,"Horror,Thriller",NA,4.5,1593,NA
tt1119123,Accidents Happen,2009,92,"Comedy,Drama",NA,6.1,2510,NA
tt1119191,The Killing Room,2009,93,"Mystery,Thriller",NA,5.7,13061,NA
tt1119194,The Perfect World of Kai,2007,101,"Animation,Drama,Family",NA,7.1,1392,NA
tt1119199,A Man Who Was Superman,2008,102,"Comedy,Drama",NA,7.4,1734,NA
tt1119646,The Hangover,2009,100,Comedy,NA,7.7,677067,NA
tt1120897,Dhan Dhana Dhan Goal,2007,167,"Drama,Sport",NA,4.9,2136,NA
tt1120945,Tony,2009,76,"Drama,Horror,Thriller",NA,6.2,3078,NA
tt1120985,Blue Valentine,2010,112,"Drama,Romance",NA,7.4,171953,NA
tt1121096,Seventh Son,2014,102,"Action,Adventure,Fantasy",NA,5.5,67208,NA
tt1121786,Formosa Betrayed,2009,103,Thriller,NA,6.2,1325,NA
tt1121794,Sword of the Stranger,2007,103,"Action,Adventure,Animation",NA,7.8,13413,NA
tt1121931,Crank: High Voltage,2009,96,"Action,Crime,Thriller",NA,6.2,133026,NA
tt1121977,Mother and Child,2009,125,"Drama,Romance",NA,7.2,11057,NA
tt1122836,Alien Trespass,2009,90,"Comedy,Horror,Sci-Fi",NA,5.6,3497,NA
tt1123373,Detective Dee: The Mystery of the Phantom Flame,2010,123,"Action,Adventure,Drama",NA,6.6,9821,NA
tt1123894,And Then Came Lola,2009,71,"Comedy,Drama,Romance",NA,4.0,1501,NA
tt1124035,The Ides of March,2011,101,"Drama,Thriller",NA,7.1,208311,NA
tt1124037,Free State of Jones,2016,139,"Action,Biography,Drama",NA,6.9,45991,NA
tt1124039,Echelon Conspiracy,2009,105,"Action,Crime,Mystery",NA,5.8,18290,NA
tt1124048,The Last Resort,2009,75,"Horror,Thriller",NA,3.0,1235,NA
tt1124052,City of Life and Death,2009,132,"Drama,History,War",NA,7.7,9727,NA
tt1124377,John Rabe,2009,134,"Biography,Drama,History",NA,7.2,5833,NA
tt1124388,Play the Game,2009,105,"Comedy,Romance",NA,6.4,2509,NA
tt1124394,Sauna,2008,83,Horror,NA,6.3,6457,NA
tt1124396,Gitler kaput!,2008,95,"Action,Adventure,Comedy",NA,3.0,1673,NA
tt1125188,Frayed,2007,111,"Horror,Thriller",NA,5.6,1254,NA
tt1125254,Dragon Ball Z: Cooler's Revenge,1991,47,"Action,Animation,Sci-Fi",NA,7.2,5562,NA
tt1125849,The Wrestler,2008,109,"Drama,Sport",NA,7.9,278827,NA
tt1125929,Love Ranch,2010,117,"Biography,Comedy,Drama",NA,5.6,2767,NA
tt1126590,Big Eyes,2014,106,"Biography,Crime,Drama",NA,7.0,78759,NA
tt1126591,Burlesque,2010,119,"Drama,Music,Musical",NA,6.4,71898,NA
tt1126596,Adulthood,2008,99,"Crime,Drama",NA,6.6,11289,NA
tt1126618,Morning Glory,2010,107,"Comedy,Drama,Romance",NA,6.5,68311,NA
tt1127180,Drag Me to Hell,2009,99,"Horror,Thriller",NA,6.5,178540,NA
tt1127221,Not Forgotten,2009,96,"Horror,Thriller",NA,4.8,2450,NA
tt1127702,Mission London,2010,107,Comedy,NA,7.3,5902,NA
tt1127715,Sin Nombre,2009,96,"Adventure,Crime,Drama",NA,7.6,29767,NA
tt1127877,Cold Souls,2009,101,"Comedy,Drama",NA,6.4,9298,NA
tt1127883,The Girl,2012,95,"Crime,Drama,Thriller",NA,6.2,1150,NA
tt1127884,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,2008,74,"Documentary,Music",NA,2.3,8382,NA
tt1127896,Taking Woodstock,2009,120,"Biography,Comedy,Drama",NA,6.7,27401,NA
tt1128075,Love Exposure,2008,237,"Action,Comedy,Drama",NA,8.1,10226,NA
tt1129381,Lower Learning,2008,97,Comedy,NA,3.9,2348,NA
tt1129396,Radio Free Albemuth,2010,111,"Drama,Sci-Fi",NA,5.7,1477,NA
tt1129415,The Daisy Chain,2008,89,"Drama,Horror,Thriller",NA,5.0,1265,NA
tt1129423,Fireproof,2008,122,"Drama,Fantasy,Romance",NA,6.5,19858,NA
tt1129427,Miss Nobody,2010,92,"Comedy,Crime",NA,5.5,1723,NA
tt1129428,Mum & Dad,2008,84,"Horror,Thriller",NA,5.9,5503,NA
tt1129435,The Beaches of Agnès,2008,110,"Biography,Documentary",NA,8.0,2706,NA
tt1129437,Skinning,2010,98,"Action,Crime,Drama",NA,6.4,4387,NA
tt1129441,ThanksKilling,2009,70,"Comedy,Horror,Thriller",NA,4.2,3602,NA
tt1129442,Transporter 3,2008,104,"Action,Thriller",NA,6.1,148979,NA
tt1129445,Amelia,2009,111,"Adventure,Biography,Drama",NA,5.8,11457,NA
tt1130080,The Informant!,2009,108,"Biography,Comedy,Crime",NA,6.4,60520,NA
tt1130088,Is Anybody There?,2008,94,Drama,NA,6.7,4479,NA
tt1130884,Shutter Island,2010,138,"Mystery,Thriller",NA,8.1,1022788,NA
tt1130964,The 5th Quarter,2010,90,"Biography,Drama,Sport",NA,5.6,1388,NA
tt1130969,Sinners and Saints,2010,104,"Action,Crime,Thriller",NA,6.1,5156,NA
tt1130980,A Deal Is a Deal,2008,106,"Comedy,Drama",NA,6.2,2000,NA
tt1130981,Tear This Heart Out,2008,107,Drama,NA,7.4,1977,NA
tt1130988,JCVD,2008,97,"Action,Comedy,Crime",NA,7.1,36347,NA
tt1130993,Ultimate Heist,2009,95,"Action,Crime,Drama",NA,5.4,3083,NA
tt1131724,2:22,2017,98,Thriller,NA,5.8,16831,NA
tt1131727,Against the Current,2009,98,Drama,NA,6.1,1108,NA
tt1131728,Basmati Blues,2017,106,"Comedy,Musical,Romance",NA,3.5,1398,NA
tt1131729,Pirate Radio,2009,135,"Comedy,Drama,Music",NA,7.4,103026,NA
tt1131734,Jennifer's Body,2009,102,"Comedy,Horror",NA,5.2,107348,NA
tt1132193,(Untitled),2009,96,"Comedy,Drama,Music",NA,6.3,2037,NA
tt1132285,The Factory,2012,104,"Crime,Mystery,Thriller",NA,5.8,10144,NA
tt1132449,Lay the Favorite,2012,94,"Comedy,Drama,Romance",NA,4.8,10689,NA
tt1132474,Chiko,2008,92,"Crime,Drama",NA,6.8,3495,NA
tt1132578,Summer Holiday,2008,102,"Comedy,Drama",NA,7.1,1929,NA
tt1132594,Louise-Michel,2008,94,Comedy,NA,6.6,2273,NA
tt1132620,The Girl with the Dragon Tattoo,2009,152,"Crime,Drama,Mystery",NA,7.8,199449,NA
tt1132626,Saw V,2008,92,"Horror,Mystery,Thriller",NA,5.8,107947,NA
tt1133559,Detective Conan: Magician of the Silver Sky,2004,108,"Animation,Mystery",NA,7.1,1260,NA
tt1133922,Crossing,2008,107,Drama,NA,7.6,1016,NA
tt1133935,Detective Conan: Crossroad in the Ancient Capital,2003,108,"Adventure,Animation,Mystery",NA,7.2,1277,NA
tt1133936,Detective Conan: Strategy Above the Depths,2005,108,"Action,Adventure,Animation",NA,7.1,1142,NA
tt1133985,Green Lantern,2011,114,"Action,Adventure,Sci-Fi",NA,5.5,254253,NA
tt1133989,Medicine for Melancholy,2008,88,"Drama,Romance",NA,6.6,1873,NA
tt1133991,What Doesn't Kill You,2008,100,"Crime,Drama",NA,6.6,11193,NA
tt1133993,Serious Moonlight,2009,81,"Comedy,Crime,Romance",NA,5.4,7551,NA
tt1133995,The Way of War,2009,90,"Action,Thriller",NA,3.2,2457,NA
tt1134549,Bayrampasa: Ben fazla kalmayacagim,2007,106,"Comedy,Drama",NA,6.0,1243,NA
tt1134629,The Private Lives of Pippa Lee,2009,98,"Comedy,Drama,Romance",NA,6.4,12393,NA
tt1134664,Boogie Woogie,2009,94,"Comedy,Drama",NA,5.2,3404,NA
tt1134674,ZMD: Zombies of Mass Destruction,2009,89,"Comedy,Horror,Sci-Fi",NA,5.0,3928,NA
tt1134817,Erkek Güzeli Sefil Bilo,1979,80,"Comedy,Drama",NA,7.0,1988,NA
tt1134828,Chameleon,2008,108,"Comedy,Drama,Thriller",NA,7.3,1899,NA
tt1134854,Survival of the Dead,2009,90,"Comedy,Drama,Horror",NA,4.9,19485,NA
tt1135084,Takers,2010,107,"Action,Crime,Thriller",NA,6.2,53944,NA
tt1135092,The Limits of Control,2009,116,"Crime,Drama,Mystery",NA,6.3,18397,NA
tt1135095,Tell Tale,2009,93,"Drama,Horror,Sci-Fi",NA,5.4,4642,NA
tt1135487,Duplicity,2009,125,"Comedy,Crime,Romance",NA,6.1,45496,NA
tt1135500,Homecoming,2009,88,"Drama,Horror,Sport",NA,5.3,4014,NA
tt1135503,Julie & Julia,2009,118,"Biography,Drama,Romance",NA,7.0,97802,NA
tt1135525,The Slammin' Salmon,2009,90,Comedy,NA,6.4,12573,NA
tt1135922,Fear Me Not,2008,95,"Drama,Thriller",NA,6.4,1455,NA
tt1135940,"Killing Is My Business, Honey",2009,109,"Comedy,Crime,Romance",NA,5.8,1275,NA
tt1135941,Morgan Pålsson - världsreporter,2008,84,Comedy,NA,5.5,2066,NA
tt1135952,White Material,2009,106,"Drama,War",NA,6.9,6172,NA
tt1135961,Bangkok Love Story,2007,109,"Action,Crime,Drama",NA,5.9,1336,NA
tt1135968,Dean Spanley,2008,100,"Comedy,Drama",NA,7.2,3194,NA
tt1135985,Sex Drive,2008,109,"Comedy,Romance",NA,6.5,80328,NA
tt1135989,A Tale of Love and Darkness,2015,95,"Biography,Drama,History",NA,6.0,3117,NA
tt1136608,District 9,2009,112,"Action,Sci-Fi,Thriller",NA,7.9,609376,NA
tt1136684,Run! Bitch Run!,2009,90,"Horror,Thriller",NA,4.1,2639,NA
tt1136688,Abelar: Tales of an Ancient Empire,2010,86,"Action,Adventure",NA,2.4,1434,NA
tt1137436,Awaydays,2009,105,"Crime,Drama",NA,5.8,3069,NA
tt1137437,Between Love & Goodbye,2008,97,"Drama,Music,Romance",NA,5.7,1158,NA
tt1137439,Blue Gold: World Water Wars,2008,90,Documentary,NA,7.7,1115,NA
tt1137450,Death Wish,2018,107,"Action,Crime,Drama",NA,6.4,52916,NA
tt1137470,Accidental Love,2015,100,"Comedy,Romance",NA,4.1,7163,NA
tt1137999,Blood River,2009,104,"Horror,Thriller,Western",NA,5.3,1313,NA
tt1138481,Sonny Boy,2011,130,"Biography,Drama,Romance",NA,6.4,2802,NA
tt1138482,Twenty:20,2008,195,"Action,Crime,Drama",NA,6.7,1482,NA
tt1138489,Personal Effects,2009,106,Drama,NA,6.2,7942,NA
tt1139085,1612: Khroniki smutnogo vremeni,2007,144,"Adventure,Drama,Fantasy",NA,5.6,2044,NA
tt1139282,Stolen,2009,91,"Crime,Drama,Mystery",NA,6.1,5170,NA
tt1139319,A Film with Me in It,2008,89,"Comedy,Thriller",NA,6.7,3556,NA
tt1139328,The Ghost Writer,2010,128,"Drama,Mystery,Thriller",NA,7.2,149370,NA
tt1139592,Jeepers Creepers III,2017,100,"Action,Horror,Mystery",NA,4.0,15158,NA
tt1139668,The Unborn,2009,88,"Drama,Horror,Mystery",NA,4.8,47495,NA
tt1139797,Let the Right One In,2008,114,"Drama,Horror,Romance",NA,7.9,196437,NA
tt1139800,The Girl from Monaco,2008,95,"Comedy,Drama",NA,5.8,1885,NA
tt1142433,Post Grad,2009,88,"Comedy,Romance",NA,5.3,13269,NA
tt1142798,The Family That Preys,2008,111,Drama,NA,5.6,6487,NA
tt1142800,Madea Goes to Jail,2009,103,"Comedy,Crime,Drama",NA,4.4,10950,NA
tt1142972,Detroit Metal City,2008,104,"Comedy,Drama,Music",NA,6.7,2349,NA
tt1142977,Frankenweenie,2012,87,"Animation,Comedy,Family",NA,6.9,90469,NA
tt1142988,The Ugly Truth,2009,96,"Comedy,Romance",NA,6.4,192098,NA
tt1143110,High Life,2009,80,"Comedy,Crime",NA,6.1,3099,NA
tt1143155,Treeless Mountain,2008,89,Drama,NA,7.1,1582,NA
tt1143896,Holy Rollers,2010,89,"Biography,Crime,Drama",NA,5.9,4691,NA
tt1144539,Best Worst Movie,2009,93,"Comedy,Documentary,Drama",NA,7.3,7244,NA
tt1144551,Peter and Vandy,2009,95,"Drama,Romance",NA,6.3,1422,NA
tt1144804,Incredible Love,2009,142,"Action,Comedy,Romance",NA,3.8,6210,NA
tt1144884,The Final Destination,2009,82,Horror,NA,5.2,90310,NA
tt1145144,Center Stage: Turn It Up,2008,95,"Drama,Music,Romance",NA,6.1,5604,NA
tt1145157,The Jerk Theory,2009,93,"Comedy,Music,Romance",NA,5.5,3501,NA
tt1145446,Fatso,2008,91,"Comedy,Drama",NA,5.6,4149,NA
tt1146283,Foreign Exchange,2008,85,Comedy,NA,4.1,1239,NA
tt1146320,Mutants,2009,95,"Drama,Horror,Sci-Fi",NA,5.6,3760,NA
tt1146325,Singh Is King,2008,135,"Action,Comedy,Crime",NA,5.7,13186,NA
tt1147684,Forget Me Not,2009,103,"Horror,Romance,Thriller",NA,5.1,5507,NA
tt1147687,The Devil's Tomb,2009,90,"Action,Horror,Sci-Fi",NA,3.7,6196,NA
